borrower_id,borrower_name,institute_id,institute_name,city,state,nirf_rank,nirf_score,institute_tier,course,applicant_origin,gpa_scale,raw_gpa,normalized_cgpa_10,backlogs,internships,certifications,job_portal_activity,interview_count,placement_cell_index,sector_demand_index,historical_course_placement_rate,loan_amount_lakh,moratorium_days_left,placed_3m,placed_6m,placed_12m,actual_salary_lpa,early_delinquency
B014278,Jaya Masarrate,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,7.11,7.11,0,0,1,0.466,0,0.433,0.595,0.907,8.87,219,0,1,1,6.19,0
B014279,Shreya Reddy,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,7.72,7.72,0,3,0,0.721,2,0.718,0.552,0.96,23.2,34,1,1,1,10.8,0
B014280,Jaya Mohindra,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,6.93,6.93,0,0,1,0.514,2,0.331,0.727,0.702,12.45,232,0,0,1,5.93,1
B014281,Nisha Bhindal,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,core_engineering,indian,10,8.86,8.86,0,2,0,0.621,4,0.865,0.394,0.87,18.98,99,0,1,1,10.48,0
B014282,Jeetu Gopal,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,10,6.72,6.72,0,0,2,0.559,1,0.397,0.74,0.815,19.48,82,0,1,1,4.37,1
B014283,Arjun Merchant,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,10,7.66,7.66,0,1,0,0.444,0,0.438,0.475,0.765,4.85,188,1,1,1,7.51,0
B014284,Nanda Dwivedi,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,commerce_arts,indian,10,7.34,7.34,1,1,1,0.611,1,0.326,0.254,0.572,16.21,144,0,0,1,3.72,0
B014285,Aarav Reddy,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,commerce_arts,indian,10,6.56,6.56,0,0,2,0.531,0,0.578,0.388,0.635,15.8,63,1,1,1,2.4,0
B014286,Karan Singh,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,mba,indian,10,5.43,5.43,0,1,3,0.828,1,0.45,0.433,0.741,23.61,33,0,0,0,0.0,1
B014287,Arya Mahajan,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,core_engineering,indian,10,6.22,6.22,1,2,0,0.409,4,0.541,0.461,0.678,10.5,234,0,0,0,0.0,1
B014288,Tanvi Bansal,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,core_engineering,indian,10,6.85,6.85,0,0,2,0.584,1,0.528,0.552,0.712,10.01,101,0,0,0,0.0,1
B014289,Milind Mazumdar,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,mba,indian,4,2.08,5.2,2,0,3,0.729,2,0.547,0.632,0.73,16.76,195,0,1,1,3.58,1
B014290,Aarav Iyer,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,btech_cse,indian,4,3.09,7.73,0,3,4,0.576,2,0.78,0.516,0.93,18.65,175,1,1,1,13.59,0
B014291,Mirza Dey,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,core_engineering,indian,10,8.67,8.67,0,5,0,0.895,7,0.742,0.264,0.87,15.7,124,1,1,1,11.28,0
B014292,Jeetu Khurana,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,10,5.84,5.84,1,0,3,0.702,3,0.234,0.892,0.727,14.42,44,0,0,0,0.0,1
B014293,Mrinal Nag,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,commerce_arts,indian,10,9.0,9.0,0,1,0,0.608,0,0.589,0.575,0.833,14.93,197,1,1,1,6.84,0
B014294,Karan Murthy,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,commerce_arts,indian,10,5.92,5.92,2,1,1,0.593,3,0.445,0.531,0.595,4.0,146,0,0,0,0.0,0
B014295,Parisha Iyengar,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,mba,indian,10,6.5,6.5,0,1,0,0.383,0,0.555,0.344,0.816,27.09,227,0,0,1,7.38,1
B014296,Arya Namboothiri,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,btech_cse,indian,4,3.03,7.57,0,3,1,0.639,1,0.755,0.689,0.823,24.58,172,0,1,1,11.25,0
B014297,Nanda Nander,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,mba,indian,10,6.23,6.23,0,5,2,0.793,4,0.594,0.523,0.777,24.05,225,1,1,1,11.37,0
B014298,Aditya Verma,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,commerce_arts,indian,10,8.69,8.69,1,1,2,0.618,4,0.627,0.314,0.926,24.83,47,1,1,1,10.51,0
B014299,Lalit Laxminarayan,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,core_engineering,indian,10,7.24,7.24,0,2,2,0.531,0,0.293,0.503,0.684,12.06,67,0,0,0,0.0,0
B014300,Ravi Kumaran,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,mba,indian,10,8.21,8.21,0,2,1,0.873,0,0.567,0.769,0.834,21.6,19,1,1,1,12.64,0
B014301,Murali Krishnan,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,core_engineering,indian,10,8.33,8.33,0,1,1,0.738,2,0.727,0.435,0.81,16.64,227,1,1,1,8.4,0
B014302,Paras Lakhanpal,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,indian,10,8.05,8.05,0,2,3,0.804,3,0.631,0.704,0.936,11.52,223,1,1,1,10.37,0
B014303,Bhuvan Namboothiri,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,10,6.74,6.74,0,3,1,0.701,6,0.717,0.46,0.801,14.16,177,1,1,1,5.83,0
B014304,Jeetu Bhattacharya,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,commerce_arts,indian,10,8.04,8.04,0,0,3,0.387,0,0.541,0.239,0.632,19.77,180,1,1,1,4.58,0
B014305,Mohan Mazumdar,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,core_engineering,indian,10,7.81,7.81,0,2,2,0.699,0,0.491,0.554,0.603,9.33,189,1,1,1,7.89,0
B014306,Sakshi Mookerjee,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,mba,indian,10,8.46,8.46,0,1,0,0.921,2,0.483,0.546,0.706,12.56,63,1,1,1,10.35,0
B014307,Muneesh Bansal,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,mba,indian,4,2.44,6.1,0,2,1,0.777,1,0.262,0.663,0.733,25.7,207,1,1,1,9.65,0
B014308,Arya Lakhanpal,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,btech_cse,indian,10,7.99,7.99,0,4,4,0.705,2,0.763,0.719,0.886,14.89,18,1,1,1,9.61,0
B014309,Jaya Mishra,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,7.55,7.55,0,2,2,1.0,2,0.8,0.902,0.96,12.59,151,1,1,1,10.41,1
B014310,Aarav Nair,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,10,6.62,6.62,0,0,0,0.566,2,0.637,0.871,0.676,24.86,226,0,1,1,7.82,0
B014311,Paras Mookerjee,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,6.01,6.01,0,0,1,0.432,0,0.35,0.791,0.765,4.0,48,0,1,1,7.47,1
B014312,Ishita Patel,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,6.98,6.98,1,1,5,0.301,0,0.417,0.814,0.642,15.07,32,1,1,1,7.03,1
B014313,Bhavna Bhindal,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,6.42,6.42,0,3,0,1.0,5,0.836,0.406,0.827,13.16,213,0,0,1,8.45,0
B014314,Kavya Malik,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,mba,indian,10,8.23,8.23,0,1,0,0.751,3,0.519,0.588,0.586,17.75,35,1,1,1,7.7,0
B014315,Kanika Bhindal,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,core_engineering,indian,10,8.26,8.26,0,1,1,0.657,3,0.6,0.403,0.856,18.87,100,1,1,1,9.11,0
B014316,Aditya Masarrate,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,commerce_arts,indian,10,8.4,8.4,0,3,2,0.335,2,0.599,0.435,0.721,14.45,161,0,1,1,10.36,1
B014317,Kushal Gupta,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,mba,indian,10,7.55,7.55,0,2,1,1.0,3,0.669,0.744,0.811,28.66,75,1,1,1,9.28,0
B014318,Priya Murty,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,mba,indian,4,3.05,7.63,0,0,0,0.607,3,0.537,0.609,0.769,11.37,203,1,1,1,7.23,0
B014319,Harsh Mahanti,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,core_engineering,indian,10,7.56,7.56,0,0,2,0.278,0,0.18,0.374,0.524,23.44,103,0,1,1,2.9,1
B014320,Karthik Jain,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,10,6.58,6.58,0,3,0,0.976,4,0.593,0.422,0.615,13.41,44,1,1,1,6.87,0
B014321,Harsh Murty,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,mba,indian,10,8.7,8.7,0,2,0,0.755,4,0.719,0.62,0.729,21.98,94,1,1,1,11.01,0
B014322,Nitesh Nambiar,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,core_engineering,foreign,4,3.13,7.83,0,0,0,0.547,0,0.515,0.514,0.585,20.31,45,0,1,1,5.88,0
B014323,Nitin Masarrate,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,btech_cse,indian,10,8.06,8.06,0,0,2,0.421,0,0.801,0.587,0.848,13.24,49,1,1,1,8.56,0
B014324,Mrinal Birla,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,10,7.69,7.69,0,0,0,0.983,2,0.568,0.541,0.778,14.45,127,1,1,1,5.37,1
B014325,Nikita Mathur,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,core_engineering,foreign,4,3.29,8.23,0,2,3,0.667,4,0.535,0.415,0.553,4.0,59,0,1,1,6.09,1
B014326,Kunal Luthra,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,commerce_arts,indian,10,7.31,7.31,2,2,0,0.921,4,0.571,0.269,0.582,9.64,115,1,1,1,3.72,0
B014327,Nitin Luthra,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,mba,indian,4,2.95,7.38,0,0,0,0.753,1,0.522,0.698,0.626,28.46,231,1,1,1,4.93,1
B014328,Komal Masarrate,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,btech_cse,indian,10,7.77,7.77,1,1,3,0.669,0,0.34,0.855,0.69,15.15,31,1,1,1,7.65,1
B014329,Ashwin Mohan,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,10,7.12,7.12,0,1,2,0.147,1,0.473,0.609,0.803,19.76,120,1,1,1,9.09,0
B014330,Jaya Mitra,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,mba,indian,10,6.21,6.21,0,0,2,0.45,3,0.337,0.627,0.637,11.1,104,0,1,1,6.44,0
B014331,Ashwin Hegde,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,10,6.96,6.96,0,0,2,0.579,1,0.565,0.617,0.865,4.34,174,0,1,1,5.34,0
B014332,Lokesh Menon,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,mba,indian,10,7.28,7.28,0,0,2,0.702,0,0.43,0.497,0.718,23.78,166,0,1,1,7.67,0
B014333,Nilesh Mehta,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,core_engineering,indian,10,7.39,7.39,2,2,2,0.997,3,0.372,0.391,0.602,24.03,54,0,0,1,7.56,1
B014334,Naina Dwivedi,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,mba,indian,10,5.8,5.8,0,0,0,0.181,2,0.575,0.842,0.695,15.01,71,0,0,0,0.0,1
B014335,Bhuvan Lakhanpal,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,4,3.56,8.9,0,3,0,0.653,4,0.622,0.302,0.757,13.08,88,1,1,1,11.36,0
B014336,Nikita Mishra,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,btech_cse,foreign,4,3.04,7.59,1,1,4,0.689,2,0.354,0.58,0.774,18.92,108,0,1,1,6.74,0
B014337,Tanvi Reddy,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,btech_cse,indian,10,8.47,8.47,0,2,2,0.364,1,0.646,0.481,0.732,14.48,27,1,1,1,10.9,0
B014338,Manasa Lamba,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,commerce_arts,indian,10,7.62,7.62,0,4,0,0.857,4,0.504,0.414,0.635,16.39,47,1,1,1,8.13,0
B014339,Harsh Mookerjee,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,indian,10,6.65,6.65,0,3,0,0.526,4,0.735,0.291,0.728,26.34,201,1,1,1,6.49,0
B014340,Manoj Dwivedi,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,8.74,8.74,0,0,2,0.277,1,0.429,0.826,0.67,10.76,57,0,0,1,9.78,0
B014341,Shreya Namboodiri,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,10,7.18,7.18,0,3,4,0.723,5,0.391,0.379,0.784,12.25,73,1,1,1,10.06,0
B014342,Kishan Bansal,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,indian,10,7.9,7.9,1,3,5,0.751,5,0.898,0.822,0.96,13.69,199,1,1,1,11.39,0
B014343,Ishan Khanna,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,10,7.93,7.93,0,0,4,0.784,0,0.296,0.801,0.749,18.72,224,1,1,1,8.6,0
B014344,Shreya Kumaran,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,commerce_arts,indian,10,8.88,8.88,0,1,0,0.388,1,0.494,0.407,0.69,14.56,162,0,1,1,6.05,0
B014345,Lalit Dixit,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,btech_cse,indian,10,5.6,5.6,2,0,1,0.463,0,0.517,0.683,0.552,18.1,127,0,0,0,0.0,1
B014346,Leela Dixit,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,commerce_arts,indian,10,6.89,6.89,0,0,1,0.921,0,0.447,0.233,0.479,21.67,138,1,1,1,2.5,0
B014347,Naresh Mohindra,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,commerce_arts,indian,10,6.8,6.8,0,1,3,0.79,4,0.306,0.297,0.54,18.11,125,1,1,1,4.6,0
B014348,Meghna Mookerjee,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,commerce_arts,indian,10,7.08,7.08,1,1,0,0.929,3,0.95,0.414,0.884,13.94,37,1,1,1,5.93,0
B014349,Kavya Kapur,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,core_engineering,indian,10,7.53,7.53,0,0,0,0.556,3,0.58,0.347,0.617,12.16,209,0,1,1,4.36,0
B014350,Padma Masarrate,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,6.05,6.05,1,0,4,0.737,0,0.564,0.551,0.676,14.81,82,0,0,1,2.4,1
B014351,Ishan Chopra,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,core_engineering,indian,10,8.56,8.56,0,0,0,0.619,2,0.47,0.362,0.776,19.98,208,0,0,0,0.0,1
B014352,Arya Birla,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,10,7.51,7.51,0,1,1,0.628,2,0.443,0.852,0.809,9.84,201,1,1,1,8.07,0
B014353,Manasa Bhattacharya,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,8.51,8.51,1,1,4,0.413,2,0.57,0.858,0.794,10.51,226,1,1,1,9.11,0
B014354,Rohit Laxminarayan,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,core_engineering,indian,10,6.06,6.06,0,0,2,0.444,0,0.53,0.267,0.712,10.87,25,0,0,0,0.0,1
B014355,Nanda Menon,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,mba,indian,10,6.62,6.62,1,0,1,0.786,1,0.301,0.357,0.714,12.21,219,1,1,1,6.83,0
B014356,Narmada Menon,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,mba,indian,10,6.55,6.55,2,0,0,0.841,3,0.316,0.372,0.654,15.91,153,0,0,0,0.0,1
B014357,Karthik Sharma,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,6.6,6.6,0,0,1,0.744,3,0.668,0.868,0.618,13.65,89,0,0,1,3.86,0
B014358,Rahul Jain,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,8.11,8.11,0,4,3,0.822,0,0.752,0.796,0.96,10.54,113,1,1,1,15.36,0
B014359,Narmada Marwaha,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,btech_cse,indian,10,9.31,9.31,0,4,2,0.918,5,0.488,0.704,0.824,24.97,45,1,1,1,13.33,0
B014360,Nikhil Mahajan,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,7.91,7.91,0,1,5,0.722,2,0.489,0.709,0.715,17.22,144,1,1,1,10.69,0
B014361,Jeet Mohindra,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,7.02,7.02,0,1,5,0.933,3,0.582,0.95,0.717,16.99,134,1,1,1,6.36,0
B014362,Mukul Masarrate,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,commerce_arts,indian,10,5.77,5.77,1,0,2,0.26,0,0.535,0.32,0.549,16.79,32,0,0,0,0.0,1
B014363,Mohini Khurana,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,mba,indian,10,7.59,7.59,0,0,1,0.516,1,0.18,0.653,0.881,21.79,105,0,1,1,7.78,1
B014364,Ananya Bansal,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,6.71,6.71,0,0,4,0.658,1,0.479,0.714,0.899,14.3,221,1,1,1,6.39,0
B014365,Lalit Chopra,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,6.49,6.49,1,0,2,0.502,0,0.334,0.507,0.682,11.28,148,0,0,0,0.0,1
B014366,Narmada Lamba,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,10,7.52,7.52,1,2,3,0.948,5,0.512,0.626,0.876,13.23,163,1,1,1,5.5,0
B014367,Hemant Mitra,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,btech_cse,indian,4,3.58,8.94,0,0,3,0.198,0,0.346,0.705,0.785,5.33,234,1,1,1,8.95,0
B014368,Bhuvan Murty,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,mba,indian,10,8.45,8.45,0,1,0,0.454,2,0.79,0.362,0.813,21.53,173,1,1,1,12.72,0
B014369,Pavitra Murty,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,mba,indian,10,5.86,5.86,0,1,1,0.307,0,0.287,0.594,0.583,22.06,24,0,0,1,4.59,1
B014370,Manit Goyanka,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,10,6.05,6.05,0,3,0,0.626,5,0.55,0.473,0.628,16.58,102,0,0,1,4.93,0
B014371,Peeyush Chopra,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,core_engineering,indian,4,3.66,9.15,0,3,2,1.0,2,0.621,0.407,0.699,16.0,122,1,1,1,11.42,0
B014372,Nikita Masarrate,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,commerce_arts,indian,10,6.18,6.18,0,0,2,0.671,1,0.391,0.416,0.703,7.72,213,0,0,1,2.4,1
B014373,Sakshi Mahajan,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,8.43,8.43,0,0,1,0.569,1,0.529,0.539,0.781,18.5,90,1,1,1,11.41,0
B014374,Leela Lakhanpal,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,mba,foreign,4,3.05,7.63,0,0,0,0.361,0,0.6,0.672,0.652,28.05,55,1,1,1,9.68,1
B014375,Murali Moonje,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,10,7.27,7.27,0,1,1,0.617,3,0.518,0.891,0.839,25.24,28,1,1,1,5.79,0
B014376,Noor Nambiar,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,commerce_arts,indian,10,6.53,6.53,1,2,3,0.652,4,0.69,0.225,0.594,8.09,230,0,0,0,0.0,0
B014377,Eshan Bhatnagar,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,commerce_arts,indian,10,6.03,6.03,1,0,1,0.638,0,0.334,0.389,0.678,14.26,140,0,0,0,0.0,0
B014378,Rohit Krishnan,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,8.26,8.26,0,1,3,0.569,2,0.738,0.734,0.791,20.42,135,0,1,1,13.96,0
B014379,Kavya Dwivedi,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,core_engineering,indian,10,6.69,6.69,0,2,3,0.847,2,0.628,0.557,0.639,18.6,26,0,1,1,3.07,0
B014380,Arya Mahajan,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,10,7.4,7.4,0,1,1,0.497,0,0.502,0.725,0.767,18.23,201,0,1,1,4.52,0
B014381,Kavya Dey,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,mba,indian,10,6.52,6.52,0,2,3,0.869,3,0.578,0.355,0.868,16.99,32,1,1,1,11.84,0
B014382,Bhuvan Gupta,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,mba,indian,10,5.56,5.56,1,2,2,0.893,4,0.405,0.584,0.656,15.76,158,0,0,0,0.0,0
B014383,Noor Bhat,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,indian,10,8.72,8.72,0,1,2,0.697,3,0.685,0.895,0.96,14.14,174,1,1,1,13.08,0
B014384,Narmada Iyengar,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,btech_cse,indian,10,8.06,8.06,0,2,5,0.723,1,0.443,0.459,0.764,7.55,132,1,1,1,7.0,0
B014385,Siddharth Mazumdar,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,btech_cse,indian,10,6.26,6.26,1,1,3,0.507,1,0.525,0.817,0.893,14.87,224,0,0,0,0.0,0
B014386,Jeet Marwaha,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,mba,indian,10,7.49,7.49,0,1,2,0.837,2,0.596,0.339,0.714,11.53,234,1,1,1,7.72,0
B014387,Naresh Mohan,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,6.86,6.86,0,1,2,0.686,2,0.544,0.847,0.685,5.37,119,1,1,1,7.07,0
B014388,Kushal Dutta,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,indian,4,2.68,6.7,0,3,0,0.506,4,0.766,0.535,0.955,22.97,137,1,1,1,11.5,0
B014389,Hina Birla,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,commerce_arts,indian,10,8.01,8.01,0,0,4,0.486,0,0.514,0.382,0.571,16.31,141,1,1,1,3.24,0
B014390,Lokesh Mazumdar,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,6.69,6.69,0,1,1,0.637,1,0.562,0.768,0.81,4.0,207,1,1,1,4.14,0
B014391,Manoj Mathew,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,btech_cse,indian,10,6.53,6.53,1,0,3,0.625,0,0.437,0.631,0.824,14.23,118,1,1,1,4.54,1
B014392,Parag Choudhury,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,4,3.0,7.49,0,0,3,0.541,0,0.416,0.81,0.756,10.2,137,1,1,1,6.51,0
